id	address	end	name	calls	jumps	references	confidence	source
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4090A396	4090A396		fn4090A396	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090A396	4090A396		fn4090A396	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4090C2AA	4090C2AA		fn4090C2AA	30	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090C2AA	4090C2AA		fn4090C2AA	30	0	30	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4090F37C	4090F37C		Function candidate 4090F37C	0	29			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090F37C	4090F37C		Function candidate 4090F37C	0	29	29	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4090FC94	4090FC94		fn4090FC94	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090FC94	4090FC94		fn4090FC94	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092233A	4092233A		fn4092233A	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092376A	4092376A		fn4092376A	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40923B8A	40923B8A		fn40923B8A	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40927246	40927246		fn40927246	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40928EB6	40928EB6		fn40928EB6	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092951E	4092951E		fn4092951E	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4092951E	4092951E		fn4092951E	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409296F8	409296F8		fn409296F8	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409296F8	409296F8		fn409296F8	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409297F6	409297F6		fn409297F6	25	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092A512	4092A512		Function candidate 4092A512	0	52			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4092A512	4092A512		Function candidate 4092A512	0	52	52	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092B3B6	4092B3B6		fn4092B3B6	33	0	33	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092CA96	4092CA96		fn4092CA96	19	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092DCBE	4092DCBE		fn4092DCBE	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092DFE2	4092DFE2		fn4092DFE2	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092E910	4092E910		fn4092E910	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4092FEE8	4092FEE8		fn4092FEE8	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40930B48	40930B48		fn40930B48	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409325DE	409325DE		fn409325DE	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409329A4	409329A4		fn409329A4	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40933506	40933506		fn40933506	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40933916	40933916		Function candidate 40933916	0	32			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40935542	40935542		fn40935542	36	3	39	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40935622	40935622		fn40935622	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093684C	4093684C		fn4093684C	10	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40937B70	40937B70		fn40937B70	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40939098	40939098		Function candidate 40939098	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40939230	40939230		fn40939230	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093A830	4093A830		fn4093A830	8	1	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093C630	4093C630		fn4093C630	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093C650	4093C650		fn4093C650	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093C680	4093C680		fn4093C680	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4093E120	4093E120		fn4093E120	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40941120	40941120		fn40941120	44	0	44	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409415D0	409415D0		fn409415D0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40941650	40941650		fn40941650	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409421F0	409421F0		fn409421F0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409447A0	409447A0		fn409447A0	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40944900	40944900		fn40944900	30	0	30	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40944920	40944920		fn40944920	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409449E0	409449E0		fn409449E0	43	0	43	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40944A20	40944A20		fn40944A20	218	0	218	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40947D80	40947D80		fn40947D80	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40947DE0	40947DE0		fn40947DE0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40947E30	40947E30		fn40947E30	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40948AA0	40948AA0		fn40948AA0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40949C00	40949C00		fn40949C00	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40949C30	40949C30		fn40949C30	21	0	21	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094A2C0	4094A2C0		fn4094A2C0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094C760	4094C760		fn4094C760	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094C820	4094C820		fn4094C820	17	0	17	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094C8C0	4094C8C0		fn4094C8C0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094CEE0	4094CEE0		fn4094CEE0	19	0	19	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094E4B0	4094E4B0		fn4094E4B0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4094FF90	4094FF90		fn4094FF90	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40950F10	40950F10		fn40950F10	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40952070	40952070		fn40952070	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40955240	40955240		fn40955240	19	0	19	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40955260	40955260		fn40955260	17	0	17	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409576D0	409576D0		fn409576D0	22	0	22	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40958260	40958260		fn40958260	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409584B0	409584B0		fn409584B0	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40958530	40958530		fn40958530	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409589C0	409589C0		fn409589C0	17	0	17	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40958A00	40958A00		fn40958A00	19	0	19	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40958A30	40958A30		fn40958A30	20	0	20	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409593D0	409593D0		fn409593D0	29	0	29	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095DBD0	4095DBD0		fn4095DBD0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095DBE2	4095DBE2		fn4095DBE2	23	0	23	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095DBE6	4095DBE6		fn4095DBE6	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095DBF8	4095DBF8		fn4095DBF8	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095E2E0	4095E2E0		fn4095E2E0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4095F0F8	4095F0F8		Function candidate 4095F0F8	0	45	45	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40961246	40961246		fn40961246	9	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40961790	40961790		fn40961790	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40961B50	40961B50		fn40961B50	102	0	102	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40962030	40962030		fn40962030	11	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409620F6	409620F6		fn409620F6	35	2	37	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40962112	40962112		fn40962112	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40962154	40962154		fn40962154	21	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409643F2	409643F2		fn409643F2	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4096B5F0	4096B5F0		fn4096B5F0	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4096C160	4096C160		fn4096C160	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4096D240	4096D240		fn4096D240	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4096E5AA	4096E5AA		fn4096E5AA	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4096E5AA	4096E5AA		fn4096E5AA	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40970376	40970376		fn40970376	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40970376	40970376		fn40970376	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40970CF6	40970CF6		fn40970CF6	25	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40970CF6	40970CF6		fn40970CF6	25	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097276E	4097276E		fn4097276E	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409727C0	409727C0		fn409727C0	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409727C0	409727C0		fn409727C0	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409736A8	409736A8		Function candidate 409736A8	0	33	33	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40973D98	40973D98		fn40973D98	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40973D98	40973D98		fn40973D98	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409749F8	409749F8		fn409749F8	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409749F8	409749F8		fn409749F8	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409758E2	409758E2		fn409758E2	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097591E	4097591E		fn4097591E	12	3			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097648E	4097648E		fn4097648E	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097648E	4097648E		fn4097648E	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40976854	40976854		fn40976854	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40976854	40976854		fn40976854	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409773B6	409773B6		fn409773B6	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409773B6	409773B6		fn409773B6	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409773DC	409773DC		fn409773DC	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409777C6	409777C6		Function candidate 409777C6	0	32			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409777C6	409777C6		Function candidate 409777C6	0	32	32	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409793F2	409793F2		fn409793F2	36	3			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409793F2	409793F2		fn409793F2	36	3	39	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409794D2	409794D2		fn409794D2	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409794D2	409794D2		fn409794D2	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097A6FA	4097A6FA		fn4097A6FA	10	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097A6FA	4097A6FA		fn4097A6FA	10	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097A7AA	4097A7AA		fn4097A7AA	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097A808	4097A808		fn4097A808	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097A8E4	4097A8E4		fn4097A8E4	35	0	35	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097A938	4097A938		fn4097A938	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097BB10	4097BB10		fn4097BB10	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097BB10	4097BB10		fn4097BB10	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097D1F8	4097D1F8		Function candidate 4097D1F8	0	28			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097D1F8	4097D1F8		Function candidate 4097D1F8	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4097D3C0	4097D3C0		fn4097D3C0	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097D3C0	4097D3C0		fn4097D3C0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4097EB60	4097EB60		fn4097EB60	8	1	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40980AF0	40980AF0		fn40980AF0	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40980AF0	40980AF0		fn40980AF0	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40980B10	40980B10		fn40980B10	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40980B10	40980B10		fn40980B10	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40980B30	40980B30		fn40980B30	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40980B40	40980B40		fn40980B40	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40980B40	40980B40		fn40980B40	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409820E2	409820E2		fn409820E2	22	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409826E0	409826E0		fn409826E0	9	0	9	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40982750	40982750		fn40982750	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409827C0	409827C0		fn409827C0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409827C0	409827C0		fn409827C0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409834E0	409834E0		fn409834E0	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409834E0	409834E0		fn409834E0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40984072	40984072		fn40984072	22	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40984730	40984730		fn40984730	24	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40984730	40984730		fn40984730	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40984770	40984770		fn40984770	21	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40984770	40984770		fn40984770	21	0	21	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40984E50	40984E50		fn40984E50	9	0	9	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40986E00	40986E00		fn40986E00	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40986E12	40986E12		fn40986E12	23	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40986E12	40986E12		fn40986E12	23	0	23	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40986E16	40986E16		fn40986E16	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40986E28	40986E28		fn40986E28	18	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40986E28	40986E28		fn40986E28	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40987570	40987570		fn40987570	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098840C	4098840C		Function candidate 4098840C	0	42			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098840C	4098840C		Function candidate 4098840C	0	42	42	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098A7B4	4098A7B4		fn4098A7B4	9	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098A7B4	4098A7B4		fn4098A7B4	9	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098C87A	4098C87A		fn4098C87A	17	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098C87A	4098C87A		fn4098C87A	17	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098C8C2	4098C8C2		fn4098C8C2	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098C8C2	4098C8C2		fn4098C8C2	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098D304	4098D304		fn4098D304	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098D304	4098D304		fn4098D304	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098DBE6	4098DBE6		fn4098DBE6	11	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098DBE6	4098DBE6		fn4098DBE6	11	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098DCAC	4098DCAC		fn4098DCAC	35	2			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098DCAC	4098DCAC		fn4098DCAC	35	2	37	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098DCC8	4098DCC8		fn4098DCC8	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098DCC8	4098DCC8		fn4098DCC8	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098DD0E	4098DD0E		fn4098DD0E	21	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098DD0E	4098DD0E		fn4098DD0E	21	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4098EEC2	4098EEC2		fn4098EEC2	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4098EEC2	4098EEC2		fn4098EEC2	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40990DF8	40990DF8		fn40990DF8	142	0	142	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40990E2E	40990E2E		fn40990E2E	20	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40990F30	40990F30		fn40990F30	17	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40990FC6	40990FC6		fn40990FC6	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40991074	40991074		fn40991074	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40995034	40995034		fn40995034	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40995034	40995034		fn40995034	13	0			rom_structure_analysis
